"Kod";"Nazwa";"Wiek";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1603000;"Powiat kędzierzyńsko-kozielski";"ogółem";"ogółem";"2013";97181;"osoba";"";
1603000;"Powiat kędzierzyńsko-kozielski";"ogółem";"ogółem";"2014";96715;"osoba";"";
1603000;"Powiat kędzierzyńsko-kozielski";"ogółem";"ogółem";"2015";96139;"osoba";"";
1603000;"Powiat kędzierzyńsko-kozielski";"ogółem";"ogółem";"2016";95750;"osoba";"";
1603000;"Powiat kędzierzyńsko-kozielski";"ogółem";"ogółem";"2017";95236;"osoba";"";
1603000;"Powiat kędzierzyńsko-kozielski";"ogółem";"ogółem";"2018";94487;"osoba";"";
1603000;"Powiat kędzierzyńsko-kozielski";"ogółem";"ogółem";"2019";;"osoba";"n";
1604000;"Powiat kluczborski";"ogółem";"ogółem";"2002";71224;"osoba";"";
1604000;"Powiat kluczborski";"ogółem";"ogółem";"2003";70935;"osoba";"";
1604000;"Powiat kluczborski";"ogółem";"ogółem";"2004";70704;"osoba";"";
1604000;"Powiat kluczborski";"ogółem";"ogółem";"2005";70347;"osoba";"";
1604000;"Powiat kluczborski";"ogółem";"ogółem";"2006";69821;"osoba";"";
1604000;"Powiat kluczborski";"ogółem";"ogółem";"2007";69479;"osoba";"";
1604000;"Powiat kluczborski";"ogółem";"ogółem";"2008";68990;"osoba";"";
1604000;"Powiat kluczborski";"ogółem";"ogółem";"2009";68801;"osoba";"";
1604000;"Powiat kluczborski";"ogółem";"ogółem";"2010";68124;"osoba";"";
1604000;"Powiat kluczborski";"ogółem";"ogółem";"2011";67845;"osoba";"";
1604000;"Powiat kluczborski";"ogółem";"ogółem";"2012";67558;"osoba";"";
1604000;"Powiat kluczborski";"ogółem";"ogółem";"2013";67256;"osoba";"";
1604000;"Powiat kluczborski";"ogółem";"ogółem";"2014";66977;"osoba";"";
1604000;"Powiat kluczborski";"ogółem";"ogółem";"2015";66707;"osoba";"";
1604000;"Powiat kluczborski";"ogółem";"ogółem";"2016";66446;"osoba";"";
1604000;"Powiat kluczborski";"ogółem";"ogółem";"2017";66189;"osoba";"";
1604000;"Powiat kluczborski";"ogółem";"ogółem";"2018";65837;"osoba";"";
1604000;"Powiat kluczborski";"ogółem";"ogółem";"2019";;"osoba";"n";
1605000;"Powiat krapkowicki";"ogółem";"ogółem";"2002";69597;"osoba";"";
1605000;"Powiat krapkowicki";"ogółem";"ogółem";"2003";68965;"osoba";"";
1605000;"Powiat krapkowicki";"ogółem";"ogółem";"2004";68456;"osoba";"";
1605000;"Powiat krapkowicki";"ogółem";"ogółem";"2005";68082;"osoba";"";
1605000;"Powiat krapkowicki";"ogółem";"ogółem";"2006";67741;"osoba";"";
1605000;"Powiat krapkowicki";"ogółem";"ogółem";"2007";67244;"osoba";"";
1605000;"Powiat krapkowicki";"ogółem";"ogółem";"2008";66805;"osoba";"";
1605000;"Powiat krapkowicki";"ogółem";"ogółem";"2009";66795;"osoba";"";
1605000;"Powiat krapkowicki";"ogółem";"ogółem";"2010";65944;"osoba";"";
1605000;"Powiat krapkowicki";"ogółem";"ogółem";"2011";65729;"osoba";"";
1605000;"Powiat krapkowicki";"ogółem";"ogółem";"2012";65390;"osoba";"";
1605000;"Powiat krapkowicki";"ogółem";"ogółem";"2013";65113;"osoba";"";
1605000;"Powiat krapkowicki";"ogółem";"ogółem";"2014";64850;"osoba";"";
1605000;"Powiat krapkowicki";"ogółem";"ogółem";"2015";64599;"osoba";"";
1605000;"Powiat krapkowicki";"ogółem";"ogółem";"2016";64373;"osoba";"";
1605000;"Powiat krapkowicki";"ogółem";"ogółem";"2017";64227;"osoba";"";
1605000;"Powiat krapkowicki";"ogółem";"ogółem";"2018";63942;"osoba";"";
1605000;"Powiat krapkowicki";"ogółem";"ogółem";"2019";;"osoba";"n";
1606000;"Powiat namysłowski";"ogółem";"ogółem";"2002";44352;"osoba";"";
1606000;"Powiat namysłowski";"ogółem";"ogółem";"2003";44181;"osoba";"";
1606000;"Powiat namysłowski";"ogółem";"ogółem";"2004";44072;"osoba";"";
1606000;"Powiat namysłowski";"ogółem";"ogółem";"2005";44045;"osoba";"";
1606000;"Powiat namysłowski";"ogółem";"ogółem";"2006";44012;"osoba";"";
1606000;"Powiat namysłowski";"ogółem";"ogółem";"2007";43795;"osoba";"";
1606000;"Powiat namysłowski";"ogółem";"ogółem";"2008";43781;"osoba";"";
1606000;"Powiat namysłowski";"ogółem";"ogółem";"2009";43814;"osoba";"";
1606000;"Powiat namysłowski";"ogółem";"ogółem";"2010";43276;"osoba";"";
1606000;"Powiat namysłowski";"ogółem";"ogółem";"2011";43149;"osoba";"";
1606000;"Powiat namysłowski";"ogółem";"ogółem";"2012";43011;"osoba";"";
1606000;"Powiat namysłowski";"ogółem";"ogółem";"2013";42881;"osoba";"";
1606000;"Powiat namysłowski";"ogółem";"ogółem";"2014";42809;"osoba";"";
1606000;"Powiat namysłowski";"ogółem";"ogółem";"2015";42615;"osoba";"";
1606000;"Powiat namysłowski";"ogółem";"ogółem";"2016";42707;"osoba";"";
1606000;"Powiat namysłowski";"ogółem";"ogółem";"2017";42677;"osoba";"";
1606000;"Powiat namysłowski";"ogółem";"ogółem";"2018";42688;"osoba";"";
1606000;"Powiat namysłowski";"ogółem";"ogółem";"2019";;"osoba";"n";
1607000;"Powiat nyski";"ogółem";"ogółem";"2002";148133;"osoba";"";
1607000;"Powiat nyski";"ogółem";"ogółem";"2003";147441;"osoba";"";
1607000;"Powiat nyski";"ogółem";"ogółem";"2004";146853;"osoba";"";
1607000;"Powiat nyski";"ogółem";"ogółem";"2005";146330;"osoba";"";
1607000;"Powiat nyski";"ogółem";"ogółem";"2006";145512;"osoba";"";
1607000;"Powiat nyski";"ogółem";"ogółem";"2007";145017;"osoba";"";
1607000;"Powiat nyski";"ogółem";"ogółem";"2008";144284;"osoba";"";
1607000;"Powiat nyski";"ogółem";"ogółem";"2009";143852;"osoba";"";
1607000;"Powiat nyski";"ogółem";"ogółem";"2010";142799;"osoba";"";
1607000;"Powiat nyski";"ogółem";"ogółem";"2011";142119;"osoba";"";
1607000;"Powiat nyski";"ogółem";"ogółem";"2012";141586;"osoba";"";
1607000;"Powiat nyski";"ogółem";"ogółem";"2013";140628;"osoba";"";
1607000;"Powiat nyski";"ogółem";"ogółem";"2014";139967;"osoba";"";
1607000;"Powiat nyski";"ogółem";"ogółem";"2015";138969;"osoba";"";
1607000;"Powiat nyski";"ogółem";"ogółem";"2016";138369;"osoba";"";
1607000;"Powiat nyski";"ogółem";"ogółem";"2017";137819;"osoba";"";
1607000;"Powiat nyski";"ogółem";"ogółem";"2018";136946;"osoba";"";
1607000;"Powiat nyski";"ogółem";"ogółem";"2019";;"osoba";"n";
1608000;"Powiat oleski";"ogółem";"ogółem";"2002";69758;"osoba";"";
1608000;"Powiat oleski";"ogółem";"ogółem";"2003";69345;"osoba";"";
1608000;"Powiat oleski";"ogółem";"ogółem";"2004";68973;"osoba";"";
1608000;"Powiat oleski";"ogółem";"ogółem";"2005";68507;"osoba";"";
1608000;"Powiat oleski";"ogółem";"ogółem";"2006";67998;"osoba";"";
1608000;"Powiat oleski";"ogółem";"ogółem";"2007";67705;"osoba";"";
1608000;"Powiat oleski";"ogółem";"ogółem";"2008";67419;"osoba";"";
1608000;"Powiat oleski";"ogółem";"ogółem";"2009";67194;"osoba";"";
1608000;"Powiat oleski";"ogółem";"ogółem";"2010";66361;"osoba";"";
1608000;"Powiat oleski";"ogółem";"ogółem";"2011";66104;"osoba";"";
1608000;"Powiat oleski";"ogółem";"ogółem";"2012";65867;"osoba";"";
1608000;"Powiat oleski";"ogółem";"ogółem";"2013";65653;"osoba";"";
1608000;"Powiat oleski";"ogółem";"ogółem";"2014";65547;"osoba";"";
1608000;"Powiat oleski";"ogółem";"ogółem";"2015";65306;"osoba";"";
1608000;"Powiat oleski";"ogółem";"ogółem";"2016";65101;"osoba";"";
1608000;"Powiat oleski";"ogółem";"ogółem";"2017";64848;"osoba";"";
1608000;"Powiat oleski";"ogółem";"ogółem";"2018";64602;"osoba";"";
1608000;"Powiat oleski";"ogółem";"ogółem";"2019";;"osoba";"n";
1609000;"Powiat opolski";"ogółem";"ogółem";"2002";135938;"osoba";"";
1609000;"Powiat opolski";"ogółem";"ogółem";"2003";135550;"osoba";"";
1609000;"Powiat opolski";"ogółem";"ogółem";"2004";135070;"osoba";"";
1609000;"Powiat opolski";"ogółem";"ogółem";"2005";135091;"osoba";"";
1609000;"Powiat opolski";"ogółem";"ogółem";"2006";134739;"osoba";"";
1609000;"Powiat opolski";"ogółem";"ogółem";"2007";134696;"osoba";"";
1609000;"Powiat opolski";"ogółem";"ogółem";"2008";134616;"osoba";"";
1609000;"Powiat opolski";"ogółem";"ogółem";"2009";135010;"osoba";"";
1609000;"Powiat opolski";"ogółem";"ogółem";"2010";133110;"osoba";"";
1609000;"Powiat opolski";"ogółem";"ogółem";"2011";133196;"osoba";"";
1609000;"Powiat opolski";"ogółem";"ogółem";"2012";133291;"osoba";"";
1609000;"Powiat opolski";"ogółem";"ogółem";"2013";133217;"osoba";"";
1609000;"Powiat opolski";"ogółem";"ogółem";"2014";133203;"osoba";"";
1609000;"Powiat opolski";"ogółem";"ogółem";"2015";133048;"osoba";"";
1609000;"Powiat opolski";"ogółem";"ogółem";"2016";133160;"osoba";"";
1609000;"Powiat opolski";"ogółem";"ogółem";"2017";123612;"osoba";"";
1609000;"Powiat opolski";"ogółem";"ogółem";"2018";123520;"osoba";"";
1609000;"Powiat opolski";"ogółem";"ogółem";"2019";;"osoba";"n";
1610000;"Powiat prudnicki";"ogółem";"ogółem";"2002";61524;"osoba";"";
1610000;"Powiat prudnicki";"ogółem";"ogółem";"2003";60878;"osoba";"";
1610000;"Powiat prudnicki";"ogółem";"ogółem";"2004";60585;"osoba";"";
1610000;"Powiat prudnicki";"ogółem";"ogółem";"2005";60199;"osoba";"";
1610000;"Powiat prudnicki";"ogółem";"ogółem";"2006";59764;"osoba";"";
1610000;"Powiat prudnicki";"ogółem";"ogółem";"2007";59354;"osoba";"";
1610000;"Powiat prudnicki";"ogółem";"ogółem";"2008";59032;"osoba";"";
1610000;"Powiat prudnicki";"ogółem";"ogółem";"2009";58732;"osoba";"";
1610000;"Powiat prudnicki";"ogółem";"ogółem";"2010";57919;"osoba";"";
1610000;"Powiat prudnicki";"ogółem";"ogółem";"2011";57583;"osoba";"";
1610000;"Powiat prudnicki";"ogółem";"ogółem";"2012";57256;"osoba";"";
1610000;"Powiat prudnicki";"ogółem";"ogółem";"2013";56828;"osoba";"";
1610000;"Powiat prudnicki";"ogółem";"ogółem";"2014";56608;"osoba";"";
1610000;"Powiat prudnicki";"ogółem";"ogółem";"2015";56174;"osoba";"";
1610000;"Powiat prudnicki";"ogółem";"ogółem";"2016";55915;"osoba";"";
1610000;"Powiat prudnicki";"ogółem";"ogółem";"2017";55748;"osoba";"";
1610000;"Powiat prudnicki";"ogółem";"ogółem";"2018";55524;"osoba";"";
1610000;"Powiat prudnicki";"ogółem";"ogółem";"2019";;"osoba";"n";
1611000;"Powiat strzelecki";"ogółem";"ogółem";"2002";82611;"osoba";"";
1611000;"Powiat strzelecki";"ogółem";"ogółem";"2003";82025;"osoba";"";
1611000;"Powiat strzelecki";"ogółem";"ogółem";"2004";81450;"osoba";"";
1611000;"Powiat strzelecki";"ogółem";"ogółem";"2005";81033;"osoba";"";
1611000;"Powiat strzelecki";"ogółem";"ogółem";"2006";80421;"osoba";"";
1611000;"Powiat strzelecki";"ogółem";"ogółem";"2007";79851;"osoba";"";
1611000;"Powiat strzelecki";"ogółem";"ogółem";"2008";79356;"osoba";"";
1611000;"Powiat strzelecki";"ogółem";"ogółem";"2009";79177;"osoba";"";
1611000;"Powiat strzelecki";"ogółem";"ogółem";"2010";77044;"osoba";"";
1611000;"Powiat strzelecki";"ogółem";"ogółem";"2011";76764;"osoba";"";
1611000;"Powiat strzelecki";"ogółem";"ogółem";"2012";76548;"osoba";"";
1611000;"Powiat strzelecki";"ogółem";"ogółem";"2013";76079;"osoba";"";
1611000;"Powiat strzelecki";"ogółem";"ogółem";"2014";75803;"osoba";"";
1611000;"Powiat strzelecki";"ogółem";"ogółem";"2015";75440;"osoba";"";
1611000;"Powiat strzelecki";"ogółem";"ogółem";"2016";75277;"osoba";"";
1611000;"Powiat strzelecki";"ogółem";"ogółem";"2017";74871;"osoba";"";
1611000;"Powiat strzelecki";"ogółem";"ogółem";"2018";74665;"osoba";"";
1611000;"Powiat strzelecki";"ogółem";"ogółem";"2019";;"osoba";"n";
1661000;"Powiat m.Opole";"ogółem";"ogółem";"2002";129342;"osoba";"";
1661000;"Powiat m.Opole";"ogółem";"ogółem";"2003";128827;"osoba";"";
1661000;"Powiat m.Opole";"ogółem";"ogółem";"2004";128864;"osoba";"";
1661000;"Powiat m.Opole";"ogółem";"ogółem";"2005";128268;"osoba";"";
1661000;"Powiat m.Opole";"ogółem";"ogółem";"2006";127602;"osoba";"";
1661000;"Powiat m.Opole";"ogółem";"ogółem";"2007";126748;"osoba";"";
1661000;"Powiat m.Opole";"ogółem";"ogółem";"2008";126203;"osoba";"";
1661000;"Powiat m.Opole";"ogółem";"ogółem";"2009";125792;"osoba";"";
1661000;"Powiat m.Opole";"ogółem";"ogółem";"2010";122656;"osoba";"";
1661000;"Powiat m.Opole";"ogółem";"ogółem";"2011";122439;"osoba";"";
1661000;"Powiat m.Opole";"ogółem";"ogółem";"2012";121576;"osoba";"";
1661000;"Powiat m.Opole";"ogółem";"ogółem";"2013";120146;"osoba";"";
1661000;"Powiat m.Opole";"ogółem";"ogółem";"2014";119574;"osoba";"";
1661000;"Powiat m.Opole";"ogółem";"ogółem";"2015";118931;"osoba";"";
1661000;"Powiat m.Opole";"ogółem";"ogółem";"2016";118722;"osoba";"";
1661000;"Powiat m.Opole";"ogółem";"ogółem";"2017";128140;"osoba";"";
1661000;"Powiat m.Opole";"ogółem";"ogółem";"2018";128137;"osoba";"";
1661000;"Powiat m.Opole";"ogółem";"ogółem";"2019";;"osoba";"n";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2002";2105050;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2003";2097248;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2004";2097975;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2005";2098263;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2006";2097564;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2007";2097338;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2008";2099495;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2009";2101732;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2010";2127948;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2011";2128687;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2012";2129951;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2013";2129294;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2014";2129187;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2015";2127657;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2016";2127656;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2017";2129138;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2018";2129015;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"ogółem";"2019";;"osoba";"n";
1801000;"Powiat bieszczadzki";"ogółem";"ogółem";"2002";22341;"osoba";"";
1801000;"Powiat bieszczadzki";"ogółem";"ogółem";"2003";22337;"osoba";"";
1801000;"Powiat bieszczadzki";"ogółem";"ogółem";"2004";22303;"osoba";"";
1801000;"Powiat bieszczadzki";"ogółem";"ogółem";"2005";22262;"osoba";"";
1801000;"Powiat bieszczadzki";"ogółem";"ogółem";"2006";22184;"osoba";"";
1801000;"Powiat bieszczadzki";"ogółem";"ogółem";"2007";22106;"osoba";"";
1801000;"Powiat bieszczadzki";"ogółem";"ogółem";"2008";22015;"osoba";"";
1801000;"Powiat bieszczadzki";"ogółem";"ogółem";"2009";22001;"osoba";"";
1801000;"Powiat bieszczadzki";"ogółem";"ogółem";"2010";22494;"osoba";"";
1801000;"Powiat bieszczadzki";"ogółem";"ogółem";"2011";22396;"osoba";"";
1801000;"Powiat bieszczadzki";"ogółem";"ogółem";"2012";22267;"osoba";"";
1801000;"Powiat bieszczadzki";"ogółem";"ogółem";"2013";22204;"osoba";"";
1801000;"Powiat bieszczadzki";"ogółem";"ogółem";"2014";22155;"osoba";"";
1801000;"Powiat bieszczadzki";"ogółem";"ogółem";"2015";22072;"osoba";"";
1801000;"Powiat bieszczadzki";"ogółem";"ogółem";"2016";21990;"osoba";"";
1801000;"Powiat bieszczadzki";"ogółem";"ogółem";"2017";21891;"osoba";"";
1801000;"Powiat bieszczadzki";"ogółem";"ogółem";"2018";21879;"osoba";"";
1801000;"Powiat bieszczadzki";"ogółem";"ogółem";"2019";;"osoba";"n";
1802000;"Powiat brzozowski";"ogółem";"ogółem";"2002";65651;"osoba";"";
1802000;"Powiat brzozowski";"ogółem";"ogółem";"2003";65716;"osoba";"";
1802000;"Powiat brzozowski";"ogółem";"ogółem";"2004";65539;"osoba";"";
1802000;"Powiat brzozowski";"ogółem";"ogółem";"2005";65337;"osoba";"";
1802000;"Powiat brzozowski";"ogółem";"ogółem";"2006";65228;"osoba";"";
1802000;"Powiat brzozowski";"ogółem";"ogółem";"2007";65074;"osoba";"";
1802000;"Powiat brzozowski";"ogółem";"ogółem";"2008";65205;"osoba";"";
1802000;"Powiat brzozowski";"ogółem";"ogółem";"2009";65253;"osoba";"";
1802000;"Powiat brzozowski";"ogółem";"ogółem";"2010";66572;"osoba";"";
1802000;"Powiat brzozowski";"ogółem";"ogółem";"2011";66502;"osoba";"";
1802000;"Powiat brzozowski";"ogółem";"ogółem";"2012";66546;"osoba";"";
1802000;"Powiat brzozowski";"ogółem";"ogółem";"2013";66334;"osoba";"";
1802000;"Powiat brzozowski";"ogółem";"ogółem";"2014";66220;"osoba";"";
1802000;"Powiat brzozowski";"ogółem";"ogółem";"2015";66112;"osoba";"";
1802000;"Powiat brzozowski";"ogółem";"ogółem";"2016";65990;"osoba";"";
1802000;"Powiat brzozowski";"ogółem";"ogółem";"2017";65938;"osoba";"";
1802000;"Powiat brzozowski";"ogółem";"ogółem";"2018";65713;"osoba";"";
1802000;"Powiat brzozowski";"ogółem";"ogółem";"2019";;"osoba";"n";
1803000;"Powiat dębicki";"ogółem";"ogółem";"2002";132039;"osoba";"";
1803000;"Powiat dębicki";"ogółem";"ogółem";"2003";132124;"osoba";"";
1803000;"Powiat dębicki";"ogółem";"ogółem";"2004";132342;"osoba";"";
1803000;"Powiat dębicki";"ogółem";"ogółem";"2005";132556;"osoba";"";
1803000;"Powiat dębicki";"ogółem";"ogółem";"2006";132490;"osoba";"";
1803000;"Powiat dębicki";"ogółem";"ogółem";"2007";132585;"osoba";"";
1803000;"Powiat dębicki";"ogółem";"ogółem";"2008";132924;"osoba";"";
1803000;"Powiat dębicki";"ogółem";"ogółem";"2009";133244;"osoba";"";
1803000;"Powiat dębicki";"ogółem";"ogółem";"2010";134855;"osoba";"";
1803000;"Powiat dębicki";"ogółem";"ogółem";"2011";135090;"osoba";"";
1803000;"Powiat dębicki";"ogółem";"ogółem";"2012";135239;"osoba";"";
1803000;"Powiat dębicki";"ogółem";"ogółem";"2013";135165;"osoba";"";
1803000;"Powiat dębicki";"ogółem";"ogółem";"2014";135115;"osoba";"";
1803000;"Powiat dębicki";"ogółem";"ogółem";"2015";135293;"osoba";"";
1803000;"Powiat dębicki";"ogółem";"ogółem";"2016";135336;"osoba";"";
1803000;"Powiat dębicki";"ogółem";"ogółem";"2017";135479;"osoba";"";
1803000;"Powiat dębicki";"ogółem";"ogółem";"2018";135471;"osoba";"";
1803000;"Powiat dębicki";"ogółem";"ogółem";"2019";;"osoba";"n";
1804000;"Powiat jarosławski";"ogółem";"ogółem";"2002";121912;"osoba";"";
1804000;"Powiat jarosławski";"ogółem";"ogółem";"2003";122122;"osoba";"";
1804000;"Powiat jarosławski";"ogółem";"ogółem";"2004";122281;"osoba";"";
1804000;"Powiat jarosławski";"ogółem";"ogółem";"2005";122597;"osoba";"";
1804000;"Powiat jarosławski";"ogółem";"ogółem";"2006";122072;"osoba";"";
1804000;"Powiat jarosławski";"ogółem";"ogółem";"2007";121853;"osoba";"";
1804000;"Powiat jarosławski";"ogółem";"ogółem";"2008";121660;"osoba";"";
1804000;"Powiat jarosławski";"ogółem";"ogółem";"2009";121654;"osoba";"";
1804000;"Powiat jarosławski";"ogółem";"ogółem";"2010";122894;"osoba";"";
1804000;"Powiat jarosławski";"ogółem";"ogółem";"2011";122677;"osoba";"";
1804000;"Powiat jarosławski";"ogółem";"ogółem";"2012";122414;"osoba";"";
1804000;"Powiat jarosławski";"ogółem";"ogółem";"2013";122130;"osoba";"";
1804000;"Powiat jarosławski";"ogółem";"ogółem";"2014";121795;"osoba";"";
1804000;"Powiat jarosławski";"ogółem";"ogółem";"2015";121508;"osoba";"";
1804000;"Powiat jarosławski";"ogółem";"ogółem";"2016";121299;"osoba";"";
1804000;"Powiat jarosławski";"ogółem";"ogółem";"2017";120980;"osoba";"";
1804000;"Powiat jarosławski";"ogółem";"ogółem";"2018";120714;"osoba";"";
1804000;"Powiat jarosławski";"ogółem";"ogółem";"2019";;"osoba";"n";
1805000;"Powiat jasielski";"ogółem";"ogółem";"2002";123754;"osoba";"";
1805000;"Powiat jasielski";"ogółem";"ogółem";"2003";115518;"osoba";"";
1805000;"Powiat jasielski";"ogółem";"ogółem";"2004";115325;"osoba";"";
1805000;"Powiat jasielski";"ogółem";"ogółem";"2005";115310;"osoba";"";
1805000;"Powiat jasielski";"ogółem";"ogółem";"2006";114997;"osoba";"";
1805000;"Powiat jasielski";"ogółem";"ogółem";"2007";114765;"osoba";"";
1805000;"Powiat jasielski";"ogółem";"ogółem";"2008";114657;"osoba";"";
1805000;"Powiat jasielski";"ogółem";"ogółem";"2009";114689;"osoba";"";
1805000;"Powiat jasielski";"ogółem";"ogółem";"2010";115821;"osoba";"";
1805000;"Powiat jasielski";"ogółem";"ogółem";"2011";115789;"osoba";"";
1805000;"Powiat jasielski";"ogółem";"ogółem";"2012";115661;"osoba";"";
1805000;"Powiat jasielski";"ogółem";"ogółem";"2013";115388;"osoba";"";
1805000;"Powiat jasielski";"ogółem";"ogółem";"2014";115185;"osoba";"";
1805000;"Powiat jasielski";"ogółem";"ogółem";"2015";114773;"osoba";"";
1805000;"Powiat jasielski";"ogółem";"ogółem";"2016";114533;"osoba";"";
1805000;"Powiat jasielski";"ogółem";"ogółem";"2017";114156;"osoba";"";
1805000;"Powiat jasielski";"ogółem";"ogółem";"2018";113962;"osoba";"";
1805000;"Powiat jasielski";"ogółem";"ogółem";"2019";;"osoba";"n";
1806000;"Powiat kolbuszowski";"ogółem";"ogółem";"2002";61409;"osoba";"";
1806000;"Powiat kolbuszowski";"ogółem";"ogółem";"2003";61495;"osoba";"";
1806000;"Powiat kolbuszowski";"ogółem";"ogółem";"2004";61444;"osoba";"";
1806000;"Powiat kolbuszowski";"ogółem";"ogółem";"2005";61437;"osoba";"";
1806000;"Powiat kolbuszowski";"ogółem";"ogółem";"2006";61388;"osoba";"";
1806000;"Powiat kolbuszowski";"ogółem";"ogółem";"2007";61401;"osoba";"";
1806000;"Powiat kolbuszowski";"ogółem";"ogółem";"2008";61441;"osoba";"";
1806000;"Powiat kolbuszowski";"ogółem";"ogółem";"2009";61546;"osoba";"";
1806000;"Powiat kolbuszowski";"ogółem";"ogółem";"2010";62881;"osoba";"";
1806000;"Powiat kolbuszowski";"ogółem";"ogółem";"2011";62846;"osoba";"";
1806000;"Powiat kolbuszowski";"ogółem";"ogółem";"2012";62756;"osoba";"";
1806000;"Powiat kolbuszowski";"ogółem";"ogółem";"2013";62751;"osoba";"";
1806000;"Powiat kolbuszowski";"ogółem";"ogółem";"2014";62656;"osoba";"";
1806000;"Powiat kolbuszowski";"ogółem";"ogółem";"2015";62513;"osoba";"";
1806000;"Powiat kolbuszowski";"ogółem";"ogółem";"2016";62472;"osoba";"";
1806000;"Powiat kolbuszowski";"ogółem";"ogółem";"2017";62401;"osoba";"";
1806000;"Powiat kolbuszowski";"ogółem";"ogółem";"2018";62476;"osoba";"";
1806000;"Powiat kolbuszowski";"ogółem";"ogółem";"2019";;"osoba";"n";
1807000;"Powiat krośnieński";"ogółem";"ogółem";"2002";108952;"osoba";"";
1807000;"Powiat krośnieński";"ogółem";"ogółem";"2003";109081;"osoba";"";
1807000;"Powiat krośnieński";"ogółem";"ogółem";"2004";109391;"osoba";"";
1807000;"Powiat krośnieński";"ogółem";"ogółem";"2005";109689;"osoba";"";
1807000;"Powiat krośnieński";"ogółem";"ogółem";"2006";109749;"osoba";"";
1807000;"Powiat krośnieński";"ogółem";"ogółem";"2007";110270;"osoba";"";
1807000;"Powiat krośnieński";"ogółem";"ogółem";"2008";110607;"osoba";"";
1807000;"Powiat krośnieński";"ogółem";"ogółem";"2009";110849;"osoba";"";
1807000;"Powiat krośnieński";"ogółem";"ogółem";"2010";111720;"osoba";"";
1807000;"Powiat krośnieński";"ogółem";"ogółem";"2011";111874;"osoba";"";
1807000;"Powiat krośnieński";"ogółem";"ogółem";"2012";111858;"osoba";"";
1807000;"Powiat krośnieński";"ogółem";"ogółem";"2013";111883;"osoba";"";
1807000;"Powiat krośnieński";"ogółem";"ogółem";"2014";112064;"osoba";"";
1807000;"Powiat krośnieński";"ogółem";"ogółem";"2015";112117;"osoba";"";
1807000;"Powiat krośnieński";"ogółem";"ogółem";"2016";112193;"osoba";"";
1807000;"Powiat krośnieński";"ogółem";"ogółem";"2017";112481;"osoba";"";
1807000;"Powiat krośnieński";"ogółem";"ogółem";"2018";112414;"osoba";"";
1807000;"Powiat krośnieński";"ogółem";"ogółem";"2019";;"osoba";"n";
1808000;"Powiat leżajski";"ogółem";"ogółem";"2002";69168;"osoba";"";
1808000;"Powiat leżajski";"ogółem";"ogółem";"2003";69221;"osoba";"";
1808000;"Powiat leżajski";"ogółem";"ogółem";"2004";69215;"osoba";"";
1808000;"Powiat leżajski";"ogółem";"ogółem";"2005";69276;"osoba";"";
1808000;"Powiat leżajski";"ogółem";"ogółem";"2006";69202;"osoba";"";
1808000;"Powiat leżajski";"ogółem";"ogółem";"2007";69028;"osoba";"";
1808000;"Powiat leżajski";"ogółem";"ogółem";"2008";69018;"osoba";"";
1808000;"Powiat leżajski";"ogółem";"ogółem";"2009";69105;"osoba";"";
1808000;"Powiat leżajski";"ogółem";"ogółem";"2010";70199;"osoba";"";
1808000;"Powiat leżajski";"ogółem";"ogółem";"2011";70230;"osoba";"";
1808000;"Powiat leżajski";"ogółem";"ogółem";"2012";70106;"osoba";"";
1808000;"Powiat leżajski";"ogółem";"ogółem";"2013";69977;"osoba";"";
1808000;"Powiat leżajski";"ogółem";"ogółem";"2014";69856;"osoba";"";
1808000;"Powiat leżajski";"ogółem";"ogółem";"2015";69701;"osoba";"";
1808000;"Powiat leżajski";"ogółem";"ogółem";"2016";69663;"osoba";"";
1808000;"Powiat leżajski";"ogółem";"ogółem";"2017";69641;"osoba";"";
1808000;"Powiat leżajski";"ogółem";"ogółem";"2018";69562;"osoba";"";
1808000;"Powiat leżajski";"ogółem";"ogółem";"2019";;"osoba";"n";
1809000;"Powiat lubaczowski";"ogółem";"ogółem";"2002";57808;"osoba";"";
