"Kod";"Nazwa";"Wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 tys. ludności";"2007";;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 tys. ludności";"2008";;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 tys. ludności";"2009";;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 tys. ludności";"2010";;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 tys. ludności";"2011";12,22;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 tys. ludności";"2012";15,20;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 tys. ludności";"2013";19,75;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 tys. ludności";"2014";13,63;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 tys. ludności";"2015";15,20;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 tys. ludności";"2016";9,12;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 tys. ludności";"2017";13,61;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 tys. ludności";"2018";9,06;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 tys. ludności";"2019";;"osoba";"n";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 wypadków";"2002";;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 wypadków";"2003";;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 wypadków";"2004";;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 wypadków";"2005";;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 wypadków";"2006";;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 wypadków";"2007";;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 wypadków";"2008";;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 wypadków";"2009";;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 wypadków";"2010";;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 wypadków";"2011";18,2;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 wypadków";"2012";24,4;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 wypadków";"2013";26,5;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 wypadków";"2014";19,6;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 wypadków";"2015";33,3;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 wypadków";"2016";14,3;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 wypadków";"2017";30,0;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 wypadków";"2018";21,4;"osoba";"";
3209000;"Powiat koszaliński";"ofiary śmiertelne na 100 wypadków";"2019";;"osoba";"n";
3209000;"Powiat koszaliński";"ranni na 100 tys. pojazdów";"2002";;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 tys. pojazdów";"2003";;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 tys. pojazdów";"2004";;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 tys. pojazdów";"2005";;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 tys. pojazdów";"2006";;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 tys. pojazdów";"2007";;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 tys. pojazdów";"2008";;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 tys. pojazdów";"2009";;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 tys. pojazdów";"2010";;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 tys. pojazdów";"2011";130,24;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 tys. pojazdów";"2012";124,09;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 tys. pojazdów";"2013";173,61;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 tys. pojazdów";"2014";128,74;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 tys. pojazdów";"2015";73,50;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 tys. pojazdów";"2016";124,19;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 tys. pojazdów";"2017";81,39;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 tys. pojazdów";"2018";59,61;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 tys. pojazdów";"2019";;"osoba";"n";
3209000;"Powiat koszaliński";"ranni na 100 wypadków";"2002";;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 wypadków";"2003";;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 wypadków";"2004";;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 wypadków";"2005";;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 wypadków";"2006";;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 wypadków";"2007";;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 wypadków";"2008";;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 wypadków";"2009";;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 wypadków";"2010";;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 wypadków";"2011";122,7;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 wypadków";"2012";129,3;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 wypadków";"2013";157,1;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 wypadków";"2014";128,3;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 wypadków";"2015";116,7;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 wypadków";"2016";147,6;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 wypadków";"2017";140,0;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 wypadków";"2018";114,3;"osoba";"";
3209000;"Powiat koszaliński";"ranni na 100 wypadków";"2019";;"osoba";"n";
3210000;"Powiat myśliborski";"wypadki drogowe na 100 tys. ludności";"2002";;"osoba";"";
3210000;"Powiat myśliborski";"wypadki drogowe na 100 tys. ludności";"2003";;"osoba";"";
3210000;"Powiat myśliborski";"wypadki drogowe na 100 tys. ludności";"2004";;"osoba";"";
3210000;"Powiat myśliborski";"wypadki drogowe na 100 tys. ludności";"2005";;"osoba";"";
3210000;"Powiat myśliborski";"wypadki drogowe na 100 tys. ludności";"2006";;"osoba";"";
3210000;"Powiat myśliborski";"wypadki drogowe na 100 tys. ludności";"2007";;"osoba";"";
3210000;"Powiat myśliborski";"wypadki drogowe na 100 tys. ludności";"2008";;"osoba";"";
3210000;"Powiat myśliborski";"wypadki drogowe na 100 tys. ludności";"2009";;"osoba";"";
3210000;"Powiat myśliborski";"wypadki drogowe na 100 tys. ludności";"2010";;"osoba";"";
3210000;"Powiat myśliborski";"wypadki drogowe na 100 tys. ludności";"2011";83,7;"osoba";"";
3210000;"Powiat myśliborski";"wypadki drogowe na 100 tys. ludności";"2012";70,6;"osoba";"";
3210000;"Powiat myśliborski";"wypadki drogowe na 100 tys. ludności";"2013";79,8;"osoba";"";
3210000;"Powiat myśliborski";"wypadki drogowe na 100 tys. ludności";"2014";81,4;"osoba";"";
3210000;"Powiat myśliborski";"wypadki drogowe na 100 tys. ludności";"2015";84,7;"osoba";"";
3210000;"Powiat myśliborski";"wypadki drogowe na 100 tys. ludności";"2016";58,1;"osoba";"";
3210000;"Powiat myśliborski";"wypadki drogowe na 100 tys. ludności";"2017";65,9;"osoba";"";
3210000;"Powiat myśliborski";"wypadki drogowe na 100 tys. ludności";"2018";60,2;"osoba";"";
3210000;"Powiat myśliborski";"wypadki drogowe na 100 tys. ludności";"2019";;"osoba";"n";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. pojazdów";"2002";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. pojazdów";"2003";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. pojazdów";"2004";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. pojazdów";"2005";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. pojazdów";"2006";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. pojazdów";"2007";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. pojazdów";"2008";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. pojazdów";"2009";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. pojazdów";"2010";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. pojazdów";"2011";24,06;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. pojazdów";"2012";12,72;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. pojazdów";"2013";14,32;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. pojazdów";"2014";13,86;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. pojazdów";"2015";11,53;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. pojazdów";"2016";3,68;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. pojazdów";"2017";17,87;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. pojazdów";"2018";12,12;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. pojazdów";"2019";;"osoba";"n";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. ludności";"2002";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. ludności";"2003";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. ludności";"2004";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. ludności";"2005";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. ludności";"2006";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. ludności";"2007";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. ludności";"2008";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. ludności";"2009";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. ludności";"2010";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. ludności";"2011";16,15;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. ludności";"2012";8,83;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. ludności";"2013";10,34;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. ludności";"2014";10,36;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. ludności";"2015";8,91;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. ludności";"2016";2,98;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. ludności";"2017";14,97;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. ludności";"2018";10,53;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 tys. ludności";"2019";;"osoba";"n";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 wypadków";"2002";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 wypadków";"2003";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 wypadków";"2004";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 wypadków";"2005";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 wypadków";"2006";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 wypadków";"2007";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 wypadków";"2008";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 wypadków";"2009";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 wypadków";"2010";;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 wypadków";"2011";19,3;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 wypadków";"2012";12,5;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 wypadków";"2013";13,0;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 wypadków";"2014";12,7;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 wypadków";"2015";10,5;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 wypadków";"2016";5,1;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 wypadków";"2017";22,7;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 wypadków";"2018";17,5;"osoba";"";
3210000;"Powiat myśliborski";"ofiary śmiertelne na 100 wypadków";"2019";;"osoba";"n";
3210000;"Powiat myśliborski";"ranni na 100 tys. pojazdów";"2002";;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 tys. pojazdów";"2003";;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 tys. pojazdów";"2004";;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 tys. pojazdów";"2005";;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 tys. pojazdów";"2006";;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 tys. pojazdów";"2007";;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 tys. pojazdów";"2008";;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 tys. pojazdów";"2009";;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 tys. pojazdów";"2010";;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 tys. pojazdów";"2011";153,11;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 tys. pojazdów";"2012";122,98;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 tys. pojazdów";"2013";130,92;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 tys. pojazdów";"2014";134,67;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 tys. pojazdów";"2015";123,03;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 tys. pojazdów";"2016";84,73;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 tys. pojazdów";"2017";110,80;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 tys. pojazdów";"2018";95,20;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 tys. pojazdów";"2019";;"osoba";"n";
3210000;"Powiat myśliborski";"ranni na 100 wypadków";"2002";;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 wypadków";"2003";;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 wypadków";"2004";;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 wypadków";"2005";;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 wypadków";"2006";;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 wypadków";"2007";;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 wypadków";"2008";;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 wypadków";"2009";;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 wypadków";"2010";;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 wypadków";"2011";122,8;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 wypadków";"2012";120,8;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 wypadków";"2013";118,5;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 wypadków";"2014";123,6;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 wypadków";"2015";112,3;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 wypadków";"2016";117,9;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 wypadków";"2017";140,9;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 wypadków";"2018";137,5;"osoba";"";
3210000;"Powiat myśliborski";"ranni na 100 wypadków";"2019";;"osoba";"n";
3211000;"Powiat policki";"wypadki drogowe na 100 tys. ludności";"2002";;"osoba";"";
3211000;"Powiat policki";"wypadki drogowe na 100 tys. ludności";"2003";;"osoba";"";
3211000;"Powiat policki";"wypadki drogowe na 100 tys. ludności";"2004";;"osoba";"";
3211000;"Powiat policki";"wypadki drogowe na 100 tys. ludności";"2005";;"osoba";"";
3211000;"Powiat policki";"wypadki drogowe na 100 tys. ludności";"2006";;"osoba";"";
3211000;"Powiat policki";"wypadki drogowe na 100 tys. ludności";"2007";;"osoba";"";
3211000;"Powiat policki";"wypadki drogowe na 100 tys. ludności";"2008";;"osoba";"";
3211000;"Powiat policki";"wypadki drogowe na 100 tys. ludności";"2009";;"osoba";"";
3211000;"Powiat policki";"wypadki drogowe na 100 tys. ludności";"2010";;"osoba";"";
3211000;"Powiat policki";"wypadki drogowe na 100 tys. ludności";"2011";51,6;"osoba";"";
3211000;"Powiat policki";"wypadki drogowe na 100 tys. ludności";"2012";31,5;"osoba";"";
3211000;"Powiat policki";"wypadki drogowe na 100 tys. ludności";"2013";41,9;"osoba";"";
3211000;"Powiat policki";"wypadki drogowe na 100 tys. ludności";"2014";48,0;"osoba";"";
3211000;"Powiat policki";"wypadki drogowe na 100 tys. ludności";"2015";36,9;"osoba";"";
3211000;"Powiat policki";"wypadki drogowe na 100 tys. ludności";"2016";31,3;"osoba";"";
3211000;"Powiat policki";"wypadki drogowe na 100 tys. ludności";"2017";27,0;"osoba";"";
3211000;"Powiat policki";"wypadki drogowe na 100 tys. ludności";"2018";34,3;"osoba";"";
3211000;"Powiat policki";"wypadki drogowe na 100 tys. ludności";"2019";;"osoba";"n";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. pojazdów";"2002";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. pojazdów";"2003";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. pojazdów";"2004";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. pojazdów";"2005";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. pojazdów";"2006";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. pojazdów";"2007";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. pojazdów";"2008";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. pojazdów";"2009";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. pojazdów";"2010";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. pojazdów";"2011";12,46;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. pojazdów";"2012";19,05;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. pojazdów";"2013";6,76;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. pojazdów";"2014";8,60;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. pojazdów";"2015";2,05;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. pojazdów";"2016";5,86;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. pojazdów";"2017";3,74;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. pojazdów";"2018";3,60;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. pojazdów";"2019";;"osoba";"n";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. ludności";"2002";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. ludności";"2003";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. ludności";"2004";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. ludności";"2005";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. ludności";"2006";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. ludności";"2007";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. ludności";"2008";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. ludności";"2009";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. ludności";"2010";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. ludności";"2011";6,97;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. ludności";"2012";10,96;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. ludności";"2013";4,06;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. ludności";"2014";5,33;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. ludności";"2015";1,32;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. ludności";"2016";3,91;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. ludności";"2017";2,57;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. ludności";"2018";2,54;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 tys. ludności";"2019";;"osoba";"n";
3211000;"Powiat policki";"ofiary śmiertelne na 100 wypadków";"2002";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 wypadków";"2003";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 wypadków";"2004";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 wypadków";"2005";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 wypadków";"2006";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 wypadków";"2007";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 wypadków";"2008";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 wypadków";"2009";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 wypadków";"2010";;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 wypadków";"2011";13,5;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 wypadków";"2012";34,8;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 wypadków";"2013";9,7;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 wypadków";"2014";11,1;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 wypadków";"2015";3,6;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 wypadków";"2016";12,5;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 wypadków";"2017";9,5;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 wypadków";"2018";7,4;"osoba";"";
3211000;"Powiat policki";"ofiary śmiertelne na 100 wypadków";"2019";;"osoba";"n";
3211000;"Powiat policki";"ranni na 100 tys. pojazdów";"2002";;"osoba";"";
3211000;"Powiat policki";"ranni na 100 tys. pojazdów";"2003";;"osoba";"";
3211000;"Powiat policki";"ranni na 100 tys. pojazdów";"2004";;"osoba";"";
3211000;"Powiat policki";"ranni na 100 tys. pojazdów";"2005";;"osoba";"";
3211000;"Powiat policki";"ranni na 100 tys. pojazdów";"2006";;"osoba";"";
3211000;"Powiat policki";"ranni na 100 tys. pojazdów";"2007";;"osoba";"";
3211000;"Powiat policki";"ranni na 100 tys. pojazdów";"2008";;"osoba";"";
3211000;"Powiat policki";"ranni na 100 tys. pojazdów";"2009";;"osoba";"";
3211000;"Powiat policki";"ranni na 100 tys. pojazdów";"2010";;"osoba";"";
3211000;"Powiat policki";"ranni na 100 tys. pojazdów";"2011";104,65;"osoba";"";
3211000;"Powiat policki";"ranni na 100 tys. pojazdów";"2012";47,63;"osoba";"";
3211000;"Powiat policki";"ranni na 100 tys. pojazdów";"2013";76,59;"osoba";"";
3211000;"Powiat policki";"ranni na 100 tys. pojazdów";"2014";90,27;"osoba";"";
3211000;"Powiat policki";"ranni na 100 tys. pojazdów";"2015";71,66;"osoba";"";
3211000;"Powiat policki";"ranni na 100 tys. pojazdów";"2016";54,65;"osoba";"";
3211000;"Powiat policki";"ranni na 100 tys. pojazdów";"2017";37,43;"osoba";"";
3211000;"Powiat policki";"ranni na 100 tys. pojazdów";"2018";53,96;"osoba";"";
3211000;"Powiat policki";"ranni na 100 tys. pojazdów";"2019";;"osoba";"n";
3211000;"Powiat policki";"ranni na 100 wypadków";"2002";;"osoba";"";
3211000;"Powiat policki";"ranni na 100 wypadków";"2003";;"osoba";"";
3211000;"Powiat policki";"ranni na 100 wypadków";"2004";;"osoba";"";
3211000;"Powiat policki";"ranni na 100 wypadków";"2005";;"osoba";"";
3211000;"Powiat policki";"ranni na 100 wypadków";"2006";;"osoba";"";
3211000;"Powiat policki";"ranni na 100 wypadków";"2007";;"osoba";"";
3211000;"Powiat policki";"ranni na 100 wypadków";"2008";;"osoba";"";
3211000;"Powiat policki";"ranni na 100 wypadków";"2009";;"osoba";"";
3211000;"Powiat policki";"ranni na 100 wypadków";"2010";;"osoba";"";
3211000;"Powiat policki";"ranni na 100 wypadków";"2011";113,5;"osoba";"";
3211000;"Powiat policki";"ranni na 100 wypadków";"2012";87,0;"osoba";"";
3211000;"Powiat policki";"ranni na 100 wypadków";"2013";109,7;"osoba";"";
3211000;"Powiat policki";"ranni na 100 wypadków";"2014";116,7;"osoba";"";
3211000;"Powiat policki";"ranni na 100 wypadków";"2015";125,0;"osoba";"";
3211000;"Powiat policki";"ranni na 100 wypadków";"2016";116,7;"osoba";"";
3211000;"Powiat policki";"ranni na 100 wypadków";"2017";95,2;"osoba";"";
3211000;"Powiat policki";"ranni na 100 wypadków";"2018";111,1;"osoba";"";
3211000;"Powiat policki";"ranni na 100 wypadków";"2019";;"osoba";"n";
3212000;"Powiat pyrzycki";"wypadki drogowe na 100 tys. ludności";"2002";;"osoba";"";
3212000;"Powiat pyrzycki";"wypadki drogowe na 100 tys. ludności";"2003";;"osoba";"";
3212000;"Powiat pyrzycki";"wypadki drogowe na 100 tys. ludności";"2004";;"osoba";"";
3212000;"Powiat pyrzycki";"wypadki drogowe na 100 tys. ludności";"2005";;"osoba";"";
3212000;"Powiat pyrzycki";"wypadki drogowe na 100 tys. ludności";"2006";;"osoba";"";
3212000;"Powiat pyrzycki";"wypadki drogowe na 100 tys. ludności";"2007";;"osoba";"";
3212000;"Powiat pyrzycki";"wypadki drogowe na 100 tys. ludności";"2008";;"osoba";"";
3212000;"Powiat pyrzycki";"wypadki drogowe na 100 tys. ludności";"2009";;"osoba";"";
3212000;"Powiat pyrzycki";"wypadki drogowe na 100 tys. ludności";"2010";;"osoba";"";
3212000;"Powiat pyrzycki";"wypadki drogowe na 100 tys. ludności";"2011";58,8;"osoba";"";
3212000;"Powiat pyrzycki";"wypadki drogowe na 100 tys. ludności";"2012";54,1;"osoba";"";
