"Kod";"Nazwa";"Rodzaje dróg";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0200000;"DOLNOŚLĄSKIE";"ogółem";"2004";22601,3;"km";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"2005";22430,2;"km";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"2006";22611,2;"km";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"2007";22498,6;"km";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"2008";22483,7;"km";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"2009";22429,0;"km";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"2010";23468,0;"km";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"2011";23686,2;"km";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"2012";23600,6;"km";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"2013";23430,3;"km";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"2014";23637,9;"km";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"2015";23805,0;"km";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"2016";23871,4;"km";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"2017";23790,3;"km";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"2018";24333,4;"km";"";
0200000;"DOLNOŚLĄSKIE";"ogółem";"2019";;"km";"n";
0200000;"DOLNOŚLĄSKIE";"autostrady";"2004";150,0;"km";"";
0200000;"DOLNOŚLĄSKIE";"autostrady";"2005";150,0;"km";"";
0200000;"DOLNOŚLĄSKIE";"autostrady";"2006";150,0;"km";"";
0200000;"DOLNOŚLĄSKIE";"autostrady";"2007";150,0;"km";"";
0200000;"DOLNOŚLĄSKIE";"autostrady";"2008";150,0;"km";"";
0200000;"DOLNOŚLĄSKIE";"autostrady";"2009";199,0;"km";"";
0200000;"DOLNOŚLĄSKIE";"autostrady";"2010";199,2;"km";"";
0200000;"DOLNOŚLĄSKIE";"autostrady";"2011";222,3;"km";"";
0200000;"DOLNOŚLĄSKIE";"autostrady";"2012";221,9;"km";"";
0200000;"DOLNOŚLĄSKIE";"autostrady";"2013";204,2;"km";"";
0200000;"DOLNOŚLĄSKIE";"autostrady";"2014";221,9;"km";"";
0200000;"DOLNOŚLĄSKIE";"autostrady";"2015";221,9;"km";"";
0200000;"DOLNOŚLĄSKIE";"autostrady";"2016";221,9;"km";"";
0200000;"DOLNOŚLĄSKIE";"autostrady";"2017";221,9;"km";"";
0200000;"DOLNOŚLĄSKIE";"autostrady";"2018";221,9;"km";"";
0200000;"DOLNOŚLĄSKIE";"autostrady";"2019";;"km";"n";
0200000;"DOLNOŚLĄSKIE";"inne drogi";"2004";22451,3;"km";"";
0200000;"DOLNOŚLĄSKIE";"inne drogi";"2005";22280,2;"km";"";
0200000;"DOLNOŚLĄSKIE";"inne drogi";"2006";22461,2;"km";"";
0200000;"DOLNOŚLĄSKIE";"inne drogi";"2007";22348,6;"km";"";
0200000;"DOLNOŚLĄSKIE";"inne drogi";"2008";22333,7;"km";"";
0200000;"DOLNOŚLĄSKIE";"inne drogi";"2009";22230,0;"km";"";
0200000;"DOLNOŚLĄSKIE";"inne drogi";"2010";23268,8;"km";"";
0200000;"DOLNOŚLĄSKIE";"inne drogi";"2011";23463,9;"km";"";
0200000;"DOLNOŚLĄSKIE";"inne drogi";"2012";23378,7;"km";"";
0200000;"DOLNOŚLĄSKIE";"inne drogi";"2013";23226,1;"km";"";
0200000;"DOLNOŚLĄSKIE";"inne drogi";"2014";23416,0;"km";"";
0200000;"DOLNOŚLĄSKIE";"inne drogi";"2015";23583,1;"km";"";
0200000;"DOLNOŚLĄSKIE";"inne drogi";"2016";23649,5;"km";"";
0200000;"DOLNOŚLĄSKIE";"inne drogi";"2017";23568,4;"km";"";
0200000;"DOLNOŚLĄSKIE";"inne drogi";"2018";24111,5;"km";"";
0200000;"DOLNOŚLĄSKIE";"inne drogi";"2019";;"km";"n";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2004";24486,8;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2005";24974,5;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2006";25025,3;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2007";24986,7;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2008";25140,3;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2009";25350,4;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2010";26480,8;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2011";26528,2;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2012";26690,5;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2013";26751,5;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2014";26724,5;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2015";26989,9;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2016";27389,5;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2017";27445,6;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2018";27516,5;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2019";;"km";"n";
0400000;"KUJAWSKO-POMORSKIE";"autostrady";"2004";0,0;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"autostrady";"2005";0,0;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"autostrady";"2006";0,0;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"autostrady";"2007";0,0;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"autostrady";"2008";24,5;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"autostrady";"2009";23,5;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"autostrady";"2010";23,5;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"autostrady";"2011";86,1;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"autostrady";"2012";100,2;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"autostrady";"2013";144,3;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"autostrady";"2014";165,0;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"autostrady";"2015";165,0;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"autostrady";"2016";165,0;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"autostrady";"2017";165,0;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"autostrady";"2018";165,0;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"autostrady";"2019";;"km";"n";
0400000;"KUJAWSKO-POMORSKIE";"inne drogi";"2004";24486,8;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"inne drogi";"2005";24974,5;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"inne drogi";"2006";25025,3;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"inne drogi";"2007";24986,7;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"inne drogi";"2008";25115,8;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"inne drogi";"2009";25326,9;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"inne drogi";"2010";26457,3;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"inne drogi";"2011";26442,1;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"inne drogi";"2012";26590,3;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"inne drogi";"2013";26607,2;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"inne drogi";"2014";26559,5;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"inne drogi";"2015";26824,9;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"inne drogi";"2016";27224,5;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"inne drogi";"2017";27280,6;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"inne drogi";"2018";27351,5;"km";"";
0400000;"KUJAWSKO-POMORSKIE";"inne drogi";"2019";;"km";"n";
0600000;"LUBELSKIE";"ogółem";"2004";29530,8;"km";"";
0600000;"LUBELSKIE";"ogółem";"2005";29530,1;"km";"";
0600000;"LUBELSKIE";"ogółem";"2006";29558,8;"km";"";
0600000;"LUBELSKIE";"ogółem";"2007";29656,1;"km";"";
0600000;"LUBELSKIE";"ogółem";"2008";30162,9;"km";"";
0600000;"LUBELSKIE";"ogółem";"2009";30415,7;"km";"";
0600000;"LUBELSKIE";"ogółem";"2010";34012,7;"km";"";
0600000;"LUBELSKIE";"ogółem";"2011";34598,6;"km";"";
0600000;"LUBELSKIE";"ogółem";"2012";34196,2;"km";"";
0600000;"LUBELSKIE";"ogółem";"2013";34262,4;"km";"";
0600000;"LUBELSKIE";"ogółem";"2014";34970,6;"km";"";
0600000;"LUBELSKIE";"ogółem";"2015";36209,6;"km";"";
0600000;"LUBELSKIE";"ogółem";"2016";36501,3;"km";"";
0600000;"LUBELSKIE";"ogółem";"2017";36995,8;"km";"";
0600000;"LUBELSKIE";"ogółem";"2018";38115,4;"km";"";
0600000;"LUBELSKIE";"ogółem";"2019";;"km";"n";
0600000;"LUBELSKIE";"autostrady";"2004";0,0;"km";"";
0600000;"LUBELSKIE";"autostrady";"2005";0,0;"km";"";
0600000;"LUBELSKIE";"autostrady";"2006";0,0;"km";"";
0600000;"LUBELSKIE";"autostrady";"2007";0,0;"km";"";
0600000;"LUBELSKIE";"autostrady";"2008";0,0;"km";"";
0600000;"LUBELSKIE";"autostrady";"2009";0,0;"km";"";
0600000;"LUBELSKIE";"autostrady";"2010";0,0;"km";"";
0600000;"LUBELSKIE";"autostrady";"2011";0,0;"km";"";
0600000;"LUBELSKIE";"autostrady";"2012";0,0;"km";"";
0600000;"LUBELSKIE";"autostrady";"2013";0,0;"km";"";
0600000;"LUBELSKIE";"autostrady";"2014";0,0;"km";"";
0600000;"LUBELSKIE";"autostrady";"2015";0,0;"km";"";
0600000;"LUBELSKIE";"autostrady";"2016";0,0;"km";"";
0600000;"LUBELSKIE";"autostrady";"2017";0,0;"km";"";
0600000;"LUBELSKIE";"autostrady";"2018";0,0;"km";"";
0600000;"LUBELSKIE";"autostrady";"2019";;"km";"n";
0600000;"LUBELSKIE";"inne drogi";"2004";29530,8;"km";"";
0600000;"LUBELSKIE";"inne drogi";"2005";29530,1;"km";"";
0600000;"LUBELSKIE";"inne drogi";"2006";29558,8;"km";"";
0600000;"LUBELSKIE";"inne drogi";"2007";29656,1;"km";"";
0600000;"LUBELSKIE";"inne drogi";"2008";30162,9;"km";"";
0600000;"LUBELSKIE";"inne drogi";"2009";30415,7;"km";"";
0600000;"LUBELSKIE";"inne drogi";"2010";34012,7;"km";"";
0600000;"LUBELSKIE";"inne drogi";"2011";34598,6;"km";"";
0600000;"LUBELSKIE";"inne drogi";"2012";34196,2;"km";"";
0600000;"LUBELSKIE";"inne drogi";"2013";34262,4;"km";"";
0600000;"LUBELSKIE";"inne drogi";"2014";34970,6;"km";"";
0600000;"LUBELSKIE";"inne drogi";"2015";36209,6;"km";"";
0600000;"LUBELSKIE";"inne drogi";"2016";36501,3;"km";"";
0600000;"LUBELSKIE";"inne drogi";"2017";36995,8;"km";"";
0600000;"LUBELSKIE";"inne drogi";"2018";38115,4;"km";"";
0600000;"LUBELSKIE";"inne drogi";"2019";;"km";"n";
0800000;"LUBUSKIE";"ogółem";"2004";12976,1;"km";"";
0800000;"LUBUSKIE";"ogółem";"2005";13107,9;"km";"";
0800000;"LUBUSKIE";"ogółem";"2006";13229,4;"km";"";
0800000;"LUBUSKIE";"ogółem";"2007";13402,1;"km";"";
0800000;"LUBUSKIE";"ogółem";"2008";13261,0;"km";"";
0800000;"LUBUSKIE";"ogółem";"2009";12678,5;"km";"";
0800000;"LUBUSKIE";"ogółem";"2010";13218,2;"km";"";
